,benefit_citation,year,benefit_country,benefit_n,benefit_type,benefit_net,benefit_currency,benefit_healthorprod,benefit_healthorprod_details,benefit_location,benefit_pollutant,benefit_pollutant_details,benefit_pollutant_old,benefit_mortalityincluded (1=yes),benefit_mortality_details,benefit_elevated,benefit_descriptionofelevatedconcentration,benefit_studytype,benefit_notes,benefit_model or experiment,benefit_model_inputs_list,benefit_studydetails,benefit_specificlocation,benefit_metric_details,benefit_descriptionofscenarios,benefit_officerezschool,benefit_errorbars,benefit_costs_considered,FACTOR,Country Name,ppp,combinedfactor,netnew
211,"Fisk et al., 2011",2011,United States,3,ventilation,13.5,,both,,office,multiple,,pm,,,0.0,,model,,,,,USA,,,,9,,1.3914495969578033,United States,1.0,1.3914495969578033,18.784569558930347
212,"Fisk et al., 2011",2011,United States,3,ventilation,13.5,,both,,office,multiple,,pm,,,0.0,,model,,,,,USA,,,,9,,1.3914495969578033,United States,1.0,1.3914495969578033,18.784569558930347
213,"Fisk et al., 2011",2011,United States,3,ventilation,13.5,,both,,office,multiple,,pm,,,0.0,,model,,,,,USA,,,,9,,1.3914495969578033,United States,1.0,1.3914495969578033,18.784569558930347
214,"Fisk et al., 2011",2011,United States,3,ventilation,13.5,,both,,office,multiple,,pm,,,0.0,,model,,,,,USA,,,,9,,1.3914495969578033,United States,1.0,1.3914495969578033,18.784569558930347
215,"Fisk et al., 2011",2011,United States,3,ventilation,13.5,,both,,office,multiple,,pm,,,0.0,,model,,,,,USA,,,,9,,1.3914495969578033,United States,1.0,1.3914495969578033,18.784569558930347
216,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
217,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
218,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
219,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
220,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
221,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
222,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
223,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
224,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
225,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
226,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
227,"Fisk & Chan, 2016",2016,United States,6,combination,3.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.91256716834297
228,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
229,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
230,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
231,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
232,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
233,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
234,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
235,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
236,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
237,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
238,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
239,"Fisk & Chan, 2016",2016,United States,6,combination,9.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,11.737701505028909
240,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
241,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
242,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
243,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
244,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
245,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
246,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
247,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
248,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
249,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
250,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
251,"Fisk & Chan, 2016",2016,United States,6,combination,2.5,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,3.260472640285808
252,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
253,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
254,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
255,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
256,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
257,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
258,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
259,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
260,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
261,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
262,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
263,"Fisk & Chan, 2016",2016,United States,6,combination,-69.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-89.9890448718883
264,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
265,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
266,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
267,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
268,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
269,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
270,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
271,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
272,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
273,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
274,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
275,"Fisk & Chan, 2016",2016,United States,6,combination,-66.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-86.07647770354534
276,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
277,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
278,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
279,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
280,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
281,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
282,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
283,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
284,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
285,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
286,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
287,"Fisk & Chan, 2016",2016,United States,6,filtration ,-65.0,,health,,residential,multiple,,pm,,,1.0,wildfire smoke,model ,,,,mass balance models,Southern California,,,residential,,,1.3041890561143232,United States,1.0,1.3041890561143232,-84.77228864743101
288,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
289,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
290,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
291,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
292,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
293,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
294,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
295,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
296,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
297,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
298,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
299,"Liu et al., 2021",2021,China,4,filtration ,41.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,CHECK FOR ERROR BARS,,1.154377158357566,China,3.987408876,4.602973727486616,188.72192282695127
300,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
301,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
302,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
303,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
304,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
305,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
306,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
307,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
308,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
309,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
310,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
311,"Liu et al., 2021",2021,China,4,filtration ,35.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,none,,1.154377158357566,China,3.987408876,4.602973727486616,161.10408046203156
312,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
313,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
314,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
315,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
316,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
317,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
318,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
319,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
320,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
321,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
322,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
323,"Liu et al., 2021",2021,China,4,filtration ,10.0,,health,,residential,PM2.5,quick look at abstract,pm,,,1.0,China,model,,model ,,Monte Carlo for uncertainty,China,,,residential,,,1.154377158357566,China,3.987408876,4.602973727486616,46.029737274866164
