benefit_citation,benefit_year,benefit_country,benefit_n,benefit_type,benefit_net,benefit_currency,pop,MUST SOLVE,benefit_healthorprod,benefit_healthorprod_details,duration (years),benefit_location,benefit_pollutant,benefit_pollutant_details,benefit_pollutant_old,Intervention 1 pollutant,explaining column to left,discussion: breakdown of benefits,benefit_mortalityincluded (1=yes),benefit_mortality_details,horizon (years),column explaining left ,benefit_elevated,benefit_descriptionofelevatedconcentration,benefit_studytype,benefit_notes,Title,Complete,Time to complete,benefit_model or experiment,benefit_model_inputs_list,benefit_studydetails,n=,benefit_specificlocation,EDI,scope of model,metric,benefit_metric_details,benefit_descriptionofscenarios,,benefit_officerezschool,typeoriginal,benefit_errorbars,breakdown,CNY per person per yar,1units,1intervention,2type,2net,2error,2units,2healthproductivityboth,2intervention,3type,3net,3error,3units,3healthproductivityboth,3intervention,4type,Intervention 4 Net Benefit,name1,amount1 (US million),name2,amount2,name3,amount3,name4,amount4,name5,amount5,name6,amount6,name7,amount7,name8,amount8,Units,"productivity, health, or both",description of intervention,"Intervention 5 approach (filtration, ventilation, source control)",Intervention 5 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 6 approach (filtration, ventilation, source control)",Intervention 6 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 7 approach (filtration, ventilation, source control)",Intervention 7 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 8 approach (filtration, ventilation, source control)",Intervention 8 Net Benefit,Units,"productivity, health, or both",description of intervention,"Intervention 9 approach (filtration, ventilation, source control)",Intervention 9 Net Benefit,Units,"productivity, health, or both",description of intervention,1breakdown,Intervention 1 description,intervention summary,Benefit/cost,benefit_costs_considered,Intervention 1 Cost,Internvention 1 Cost Description,Intervention 1 Productivity Benefit,Intervention 1 Productivity Benefit Description,Intervention 1 Health Benefit,Intervention 1 Health Benefit Description,Intervention 2 description,Intervention 2 pollutant,Intervention 2 Cost,Internvention 2 Cost Description,Intervention 2 Productivity Benefit,Intervention 2 Productivity Benefit Description,Intervention 2 Health Benefit,Intervention 2 Health Benefit Description,Intervention 3 description,Intervention 3 pollutant,Intervention 3 Cost,Internvention 3 Cost Description,Intervention 3 Productivity Benefit,Intervention 3 Productivity Benefit Description,Intervention 3 Health Benefit,Intervention 3 Health Benefit Description,Intervention 4 description,Intervention 4 pollutant,Intervention 4 Cost,Internvention 4 Cost Description,Intervention 4 Productivity Benefit,Intervention 4 Productivity Benefit Description,Intervention 4 Health Benefit,Intervention 4 Health Benefit Description,Intervention 5 description,Intervention 5 pollutant,Intervention 5 Cost,Internvention 5 Cost Description,Intervention 5 Productivity Benefit,Intervention 5 Productivity Benefit Description,Intervention 5 Health Benefit,Intervention 5 Health Benefit Description,Intervention 6 description,Intervention 6 pollutant,Intervention 6 Cost,Internvention 6 Cost Description,Intervention 6 Productivity Benefit,Intervention 6 Productivity Benefit Description,Intervention 6 Health Benefit,Intervention 6 Health Benefit Description,details on intervention,"health impacts/direct impacts (specific health outcomes, asthma, biomarkers, cardiovascular visits to hospital, respiratory visits, allergies)","description/details on health impacts (asthma exacerbation, asthma puffer use, etc.)","non-specific impacts/Indirect (productivity, absenteesim, cognitive function, SBS)",details on non-specific/indirect,Benefit of health results,Net benefit of health Results,costs considered (,Cost amount,Cost details,benefits of avoided productivity losses (standardized language),Net benefit of avoided productivity loss,Net benefits of the intervention (health and productivity combined),interesting notes (just text),discussion,more dicussion,conclusions,,,,
"Liu et al., 2021",2021,China,4,filtration ,41,,,,health,,1,residential,PM2.5,quick look at abstract,pm,,,,,,,,1,China,model,,Health benefits and cost of using air purifiers to reduce exposure to ambient fine particulate pollution in China,Y,18,model ,,Monte Carlo for uncertainty,,China,,neglects indoor sources of PM2.5,,,,not sure baout 1 year,residential,filtration ,CHECK FOR ERROR BARS,"from SI table 13 - per capita, Beijing only (table in folder of papers)","14,710,329",,35 ug/m3 indoor PM2.5 with air cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104, 168, 262 RMB/capita converted to USD per capita",35 ug/m3 indoor PM2.5 with air cleaner,,"up to 236, 370, 612 RMB/capita - greatest benefit with lowest PM2.5 conc at 10 ug/m3",,,"investment.(buying air cleaner), replacement filters, electricity",,,"104, 168, 262 RMB/capita","disease burden attributable to PM2.5 for IHD, stroke, COPD, lung cancer, LRI. PAF and PIF. Relative risk and intergrated exposure response.",25 ug/m3 indoor PM2.5 with air cleaner,,,,,,"131, 209, 334 RMB/capita",,15 ug/m3 indoor PM2.5 with air cleaner,,,,,,"187, 295, 482 RMB/capita",,10 ug/m3 indoor PM2.5 with air cleaner,,,,,,"236, 370, 612 RMB/capita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liu et al., 2021",2021,China,4,filtration ,35,,,,health,,1,residential,PM2.5,quick look at abstract,pm,,,,,,,,1,China,model,,Health benefits and cost of using air purifiers to reduce exposure to ambient fine particulate pollution in China,Y,18,model ,,Monte Carlo for uncertainty,,China,,neglects indoor sources of PM2.5,,,,,residential,filtration ,none,,"18,528,989","131, 209, 334 RMB/capita",25 ug/m3 indoor PM2.5 with air cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104, 168, 262 RMB/capita converted to USD per capita",35 ug/m3 indoor PM2.5 with air cleaner,,"up to 236, 370, 612 RMB/capita - greatest benefit with lowest PM2.5 conc at 10 ug/m3",,,"investment.(buying air cleaner), replacement filters, electricity",,,"104, 168, 262 RMB/capita","disease burden attributable to PM2.5 for IHD, stroke, COPD, lung cancer, LRI. PAF and PIF. Relative risk and intergrated exposure response.",25 ug/m3 indoor PM2.5 with air cleaner,,,,,,"131, 209, 334 RMB/capita",,15 ug/m3 indoor PM2.5 with air cleaner,,,,,,"187, 295, 482 RMB/capita",,10 ug/m3 indoor PM2.5 with air cleaner,,,,,,"236, 370, 612 RMB/capita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liu et al., 2021",2021,China,4,filtration ,10,,,,health,,1,residential,PM2.5,quick look at abstract,pm,,,,,,,,1,China,model,,Health benefits and cost of using air purifiers to reduce exposure to ambient fine particulate pollution in China,Y,18,model ,,Monte Carlo for uncertainty,,China,,neglects indoor sources of PM2.5,,,,,residential,filtration ,,,"26,449,306","187, 295, 482 RMB/capita",15 ug/m3 indoor PM2.5 with air cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104, 168, 262 RMB/capita converted to USD per capita",35 ug/m3 indoor PM2.5 with air cleaner,,"up to 236, 370, 612 RMB/capita - greatest benefit with lowest PM2.5 conc at 10 ug/m3",,,"investment.(buying air cleaner), replacement filters, electricity",,,"104, 168, 262 RMB/capita","disease burden attributable to PM2.5 for IHD, stroke, COPD, lung cancer, LRI. PAF and PIF. Relative risk and intergrated exposure response.",25 ug/m3 indoor PM2.5 with air cleaner,,,,,,"131, 209, 334 RMB/capita",,15 ug/m3 indoor PM2.5 with air cleaner,,,,,,"187, 295, 482 RMB/capita",,10 ug/m3 indoor PM2.5 with air cleaner,,,,,,"236, 370, 612 RMB/capita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Liu et al., 2021",2021,China,4,filtration,-32,,,,health,,1,residential,PM2.5,quick look at abstract,pm,,,,,,,,1,China,model,,Health benefits and cost of using air purifiers to reduce exposure to ambient fine particulate pollution in China,Y,18,model ,,Monte Carlo for uncertainty,,China,,neglects indoor sources of PM2.5,,,,,residential,filtration,,,"33,379,549","236, 370, 612 RMB/capita",10 ug/m3 indoor PM2.5 with air cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104, 168, 262 RMB/capita converted to USD per capita",35 ug/m3 indoor PM2.5 with air cleaner,,"up to 236, 370, 612 RMB/capita - greatest benefit with lowest PM2.5 conc at 10 ug/m3",,,"investment.(buying air cleaner), replacement filters, electricity",,,"104, 168, 262 RMB/capita","disease burden attributable to PM2.5 for IHD, stroke, COPD, lung cancer, LRI. PAF and PIF. Relative risk and intergrated exposure response.",25 ug/m3 indoor PM2.5 with air cleaner,,,,,,"131, 209, 334 RMB/capita",,15 ug/m3 indoor PM2.5 with air cleaner,,,,,,"187, 295, 482 RMB/capita",,10 ug/m3 indoor PM2.5 with air cleaner,,,,,,"236, 370, 612 RMB/capita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mendell et al., 2013",2013,United States,2,ventilation,11.4,,,,performance,,1,office,multiple,,pm,,,,,,,,0,,prospective study,,Association of classroom ventilation with reduced illness absence:a prospective study in California elementary schools,Y ,,experiment,,,,California,,,,,,not sure baout 1 year,school,ventilation,none,,,,Increating VR from the California average (4 l/s/person) ot the State standard of 7.1 l/s/ person,ventilation,23,,USD per person (calcualted based on Googled number of students in California),both,Increating VR from the California average (4 l/s/person) to 9.4 l/s/ person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"productivity benefit: 33 M, health benefit 80 M - costs of 4 M (annually) - populationof 9,526,672population of classrooms throughout californiaIf the relationships estimated in this study from three
grade levels in three districts were applied to K-12
classrooms throughout California, which requires a
number of assumptions, then for the approximately
6 224 000 students (in 303 400 classrooms in 9900
schools in 2009–2010) (California Department of Education, 2012b), an increase in mean VRs from 4 to
7.1 l/s-person would increase annual State funding to
school districts, under current formulas, by $33 million
(Table 5). Among this population, an increase in VR
from 4 to 7.1 l/s-person would also produce benefits
for families, from decreased costs for caregiver time,
amounting to $80 million",Increating VR from the California average (4 l/s/person) ot the State standard of 7.1 l/s/ person,,,,increase costs by $4 million annually,,33 M,increased state revenue to school districts (3.4% less illness absense),80 M,reduced cargiving by families,Increating VR from the California average (4 l/s/person) to 9.4 l/s/ person,,7.3 M,electricity and gas costs,66 M,increased state revenue to school districts due to less ilness absense,160 M ,reduced caregiving by families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mendell et al., 2013",2013,United States,2,ventilation,23,,,,performance,,1,office,multiple,,pm,,,,,,,,0,,prospective study,,Association of classroom ventilation with reduced illness absence:a prospective study in California elementary schools,Y ,,experiment,,,,California,,,,,,,school,ventilation,none,USD per person (calcualted based on Googled number of students in California),,both,Increating VR from the California average (4 l/s/person) to 9.4 l/s/ person,,,,USD per person (calcualted based on Googled number of students in California),both,Increating VR from the California average (4 l/s/person) to 9.4 l/s/ person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"productivity benefit: 33 M, health benefit 80 M - costs of 4 M (annually) - populationof 9,526,672population of classrooms throughout californiaIf the relationships estimated in this study from three
grade levels in three districts were applied to K-12
classrooms throughout California, which requires a
number of assumptions, then for the approximately
6 224 000 students (in 303 400 classrooms in 9900
schools in 2009–2010) (California Department of Education, 2012b), an increase in mean VRs from 4 to
7.1 l/s-person would increase annual State funding to
school districts, under current formulas, by $33 million
(Table 5). Among this population, an increase in VR
from 4 to 7.1 l/s-person would also produce benefits
for families, from decreased costs for caregiver time,
amounting to $80 million",Increating VR from the California average (4 l/s/person) ot the State standard of 7.1 l/s/ person,,,,increase costs by $4 million annually,,33 M,increased state revenue to school districts (3.4% less illness absense),80 M,reduced cargiving by families,Increating VR from the California average (4 l/s/person) to 9.4 l/s/ person,,7.3 M,electricity and gas costs,66 M,increased state revenue to school districts due to less ilness absense,160 M ,reduced caregiving by families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Milton et al., 2000",2000,United States,1,ventilation,399.5,,,,both,,1,office,multiple,,pm,,,,,,,,0,,,,"Risk of Sick Leave Associated with Outdoor Air Supply Rate, Humidification, and Occupant Complaints",Y ,,experiment,,,,US,,"Ventilation was either classed as ""moderate"" or ""high"" based on knowledge of the system (this seems like a big limitation)",,,,,office,ventilation,CHECK FOR ERROR BARS,confirmed timeline,,,2500 cfm/100 workers - what's the baseline???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Net savings: $39,950 (per 100 corporate employees) or $16, 394 (per 100 full-time US workers)",2500 cfm/100 workers,,"Benefit of $39,950 (per 100 corporate employees) or $16, 394 (per 100 full-time US workers)",,8050 per year,,,sick leave costs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery et al., 2015",2015,International,6,ventilation,0,,,,both,,1,office,PM10,***NEED TO CHECK - it jsut says particulate matter,pm,,,,,,,,0,,model ,,Financial implications of modifications to building filtration systems,Y ,,model ,,the monetized health beenfits outweigh costs by a facotr of 10,,many cities across the world,,,,,,,office,ventilation,0,health - work loss days also included - already in USD per year per person,Vancouver Merv 8,,increase MERV filter rating and system airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranges from 0 - $800 USD/year/person depending on city and filter rating,increase MERV filter rating and system airflow,,Benefit ranges from 0 - $800 USD/year/person depending on city and filter rating,,,,,,,"Mortality, respiratory related hospital admissions, asthma related ER visits, minor restricted activity days, work loss days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery et al., 2015",2015,International,6,ventilation,20,,,,both,,1,office,PM10,,pm,,,,,,,,0,,model ,,Financial implications of modifications to building filtration systems,Y ,,model ,,the monetized health beenfits outweigh costs by a facotr of 10,,many cities across the world,,,,,,,office,ventilation,0-800,health - work loss days also included,Van Merv 11,,increase MERV filter rating and system airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranges from 0 - $800 USD/year/person depending on city and filter rating,increase MERV filter rating and system airflow,,Benefit ranges from 0 - $800 USD/year/person depending on city and filter rating,,,,,,,"Mortality, respiratory related hospital admissions, asthma related ER visits, minor restricted activity days, work loss days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery et al., 2015",2015,International,6,ventilation,40,,,,both,,1,office,PM10,,pm,,,,,,,,0,,model ,,Financial implications of modifications to building filtration systems,Y ,,model ,,the monetized health beenfits outweigh costs by a facotr of 10,,many cities across the world,,,,,,,office,ventilation,0-800,health - work loss days also included,Van Merv 13,,increase MERV filter rating and system airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranges from 0 - $800 USD/year/person depending on city and filter rating,increase MERV filter rating and system airflow,,Benefit ranges from 0 - $800 USD/year/person depending on city and filter rating,,,,,,,"Mortality, respiratory related hospital admissions, asthma related ER visits, minor restricted activity days, work loss days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery et al., 2015",2015,International,6,ventilation,130,,,,both,,1,office,PM10,,pm,,,,,,,,0,,model ,,Financial implications of modifications to building filtration systems,Y ,,model ,,the monetized health beenfits outweigh costs by a facotr of 10,,many cities across the world,,,,,,,office,ventilation,0-800,health - work loss days also included,Delhi Merv 8,,increase MERV filter rating and system airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranges from 0 - $800 USD/year/person depending on city and filter rating,increase MERV filter rating and system airflow,,Benefit ranges from 0 - $800 USD/year/person depending on city and filter rating,,,,,,,"Mortality, respiratory related hospital admissions, asthma related ER visits, minor restricted activity days, work loss days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery et al., 2015",2015,International,6,ventilation,250,,,,both,,1,office,PM10,,pm,,,,,,,,0,,model ,,Financial implications of modifications to building filtration systems,Y ,,model ,,the monetized health beenfits outweigh costs by a facotr of 10,,many cities across the world,,,,,,,office,ventilation,0-800,health - work loss days also included,Delhi Merv 11,,increase MERV filter rating and system airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranges from 0 - $800 USD/year/person depending on city and filter rating,increase MERV filter rating and system airflow,,Benefit ranges from 0 - $800 USD/year/person depending on city and filter rating,,,,,,,"Mortality, respiratory related hospital admissions, asthma related ER visits, minor restricted activity days, work loss days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montgomery et al., 2015",2015,International,6,ventilation,600,,,,both,,1,office,PM10,,pm,,,,,,,,0,,model ,,Financial implications of modifications to building filtration systems,Y ,,model ,,the monetized health beenfits outweigh costs by a facotr of 10,,many cities across the world,,,,,,,office,ventilation,0-800,health - work loss days also included,Delhi Merv13 ,,increase MERV filter rating and system airflow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranges from 0 - $800 USD/year/person depending on city and filter rating,increase MERV filter rating and system airflow,,Benefit ranges from 0 - $800 USD/year/person depending on city and filter rating,,,,,,,"Mortality, respiratory related hospital admissions, asthma related ER visits, minor restricted activity days, work loss days",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shum & Zhong, 2022",2022,Canada,3,ventilation,54.6,,,,health,,1,office,PM2.5,outdoor source only???,pm,Pm2.5,,,,,,,1,wildfire,model; also a test house for concentrations part of the study,,Wildfire-resilient mechanical ventilation systems for single-detached homes in cities of Western Canada,Y,10m,model ,,mass balance; wildfire,,"Canada - 4 cities: Vancouver, Prince George, Victoria, Edmonton",,"Outdoor PM2.5 concentration datasets during wildfire conditions were used in conjunction with indoor
air quality (IAQ) mathematical models to assess the impact of ventilation and building-related input variables on
indoor PM2.5 levels. A cost-benefit analysis was conducted to compare the cost of ventilation retrofit options
with regional estimates of reasonable monetary contributions per resident towards health risk mitigation.
Ventilation retrofit options were recommended based on IAQ simulations, model sensitivity, and cost-benefit
analysis results. ",,,Increasing MERV rating of filters during wildfires and implement higher recirculation ratios during peak exposure scenarios,,residential,ventilation,,"Vancouver: $54.60/person, Prince George: $163.80/person, Edmonton: $70.20/person",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wildfire-resilient mechanical ventilation,,"Vancouver: $54.60/person, Prince George: $163.80/person, Edmonton: $70.20/person",,,,,,"short-term: respiratory symptoms, emergency room visits, hospital admissions, restricted activity days. ",National Statistics from Health Canada regarding the valuation of various morbidity health endpoints to estimate the economic impact of short-term health effects related to PM2.5 exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Short-term effects only and PM2.5 only, but really wildfire smoke has a lot more in it",It was recommended that residential ventilation systems increase the minimum filter effi ciency from MERV6 to MERV11 or MERV13 during wildfire operation and implement higher recirculation ratios during peak exposure scenarios. Multi-filter mechanical ventilation system configurations were recommended for residential dwellings located in regions prone to severe PM2.5 exposure,"The results indicate that a recommendation to increase the minimum filter efficiency to a MERV11-rated air filter during the wildfire season is justified and would be deemed feasible by residents in cities prone to mid and severe level PM2.5 exposure. This aligns with ASHRAE’s recommendations to implement MERV11 or MERV13 air filters for ventilation systems operating during periods of poor air quality – such as during active wildfire events (Tom Javins et al., 2021). For Prince George and regions that experience similar severe PM2.5 exposure conditions, it is recommended and financially justified that a 3-filter configuration with MERV11 filters is considered a ventilation retrofit strategy. In addition, it was found that the use of PACs is not feasible for residential applications based on the calculated retrofit monetary contribution range of residential occupants. Since the purchasing of ventilation system air filters takes precedence over the acquisition of PAC technologies, the current price points for PAC units and accessories cannot be supported concurrently with air filter upgrades.",,,,
"Shum & Zhong, 2022",2022,Canada,3,ventilation,163.8,,,,health,,1,office,PM2.5,wildfire source of PM2.5,pm,Pm2.5,,,,,,,1,wildfire,model; also a test house for concentrations part of the study,,Wildfire-resilient mechanical ventilation systems for single-detached homes in cities of Western Canada,Y,10m,model ,,mass balance; wildfire,,"Canada - 4 cities: Vancouver, Prince George, Victoria, Edmonton",,"Outdoor PM2.5 concentration datasets during wildfire conditions were used in conjunction with indoor
air quality (IAQ) mathematical models to assess the impact of ventilation and building-related input variables on
indoor PM2.5 levels. A cost-benefit analysis was conducted to compare the cost of ventilation retrofit options
with regional estimates of reasonable monetary contributions per resident towards health risk mitigation.
Ventilation retrofit options were recommended based on IAQ simulations, model sensitivity, and cost-benefit
analysis results. ",,,Increasing MERV rating of filters during wildfires and implement higher recirculation ratios during peak exposure scenarios,,residential,ventilation,,I THINK it's per year!!! Hard to tell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wildfire-resilient mechanical ventilation,,"Vancouver: $54.60/person, Prince George: $163.80/person, Edmonton: $70.20/person",,,,,,"short-term: respiratory symptoms, emergency room visits, hospital admissions, restricted activity days. ",National Statistics from Health Canada regarding the valuation of various morbidity health endpoints to estimate the economic impact of short-term health effects related to PM2.5 exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Short-term effects only and PM2.5 only, but really wildfire smoke has a lot more in it",It was recommended that residential ventilation systems increase the minimum filter effi ciency from MERV6 to MERV11 or MERV13 during wildfire operation and implement higher recirculation ratios during peak exposure scenarios. Multi-filter mechanical ventilation system configurations were recommended for residential dwellings located in regions prone to severe PM2.5 exposure,"The results indicate that a recommendation to increase the minimum filter efficiency to a MERV11-rated air filter during the wildfire season is justified and would be deemed feasible by residents in cities prone to mid and severe level PM2.5 exposure. This aligns with ASHRAE’s recommendations to implement MERV11 or MERV13 air filters for ventilation systems operating during periods of poor air quality – such as during active wildfire events (Tom Javins et al., 2021). For Prince George and regions that experience similar severe PM2.5 exposure conditions, it is recommended and financially justified that a 3-filter configuration with MERV11 filters is considered a ventilation retrofit strategy. In addition, it was found that the use of PACs is not feasible for residential applications based on the calculated retrofit monetary contribution range of residential occupants. Since the purchasing of ventilation system air filters takes precedence over the acquisition of PAC technologies, the current price points for PAC units and accessories cannot be supported concurrently with air filter upgrades.",,,,
"Shum & Zhong, 2022",2022,Canada,3,ventilation,70.2,,,,health,,1,office,PM2.5,,pm,Pm2.5,,,,,,,1,wildfire,model; also a test house for concentrations part of the study,,Wildfire-resilient mechanical ventilation systems for single-detached homes in cities of Western Canada,Y,10m,model ,,mass balance; wildfire,,"Canada - 4 cities: Vancouver, Prince George, Victoria, Edmonton",,"Outdoor PM2.5 concentration datasets during wildfire conditions were used in conjunction with indoor
air quality (IAQ) mathematical models to assess the impact of ventilation and building-related input variables on
indoor PM2.5 levels. A cost-benefit analysis was conducted to compare the cost of ventilation retrofit options
with regional estimates of reasonable monetary contributions per resident towards health risk mitigation.
Ventilation retrofit options were recommended based on IAQ simulations, model sensitivity, and cost-benefit
analysis results. ",,,Increasing MERV rating of filters during wildfires and implement higher recirculation ratios during peak exposure scenarios,,residential,ventilation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wildfire-resilient mechanical ventilation,,"Vancouver: $54.60/person, Prince George: $163.80/person, Edmonton: $70.20/person",,,,,,"short-term: respiratory symptoms, emergency room visits, hospital admissions, restricted activity days. ",National Statistics from Health Canada regarding the valuation of various morbidity health endpoints to estimate the economic impact of short-term health effects related to PM2.5 exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Short-term effects only and PM2.5 only, but really wildfire smoke has a lot more in it",It was recommended that residential ventilation systems increase the minimum filter effi ciency from MERV6 to MERV11 or MERV13 during wildfire operation and implement higher recirculation ratios during peak exposure scenarios. Multi-filter mechanical ventilation system configurations were recommended for residential dwellings located in regions prone to severe PM2.5 exposure,"The results indicate that a recommendation to increase the minimum filter efficiency to a MERV11-rated air filter during the wildfire season is justified and would be deemed feasible by residents in cities prone to mid and severe level PM2.5 exposure. This aligns with ASHRAE’s recommendations to implement MERV11 or MERV13 air filters for ventilation systems operating during periods of poor air quality – such as during active wildfire events (Tom Javins et al., 2021). For Prince George and regions that experience similar severe PM2.5 exposure conditions, it is recommended and financially justified that a 3-filter configuration with MERV11 filters is considered a ventilation retrofit strategy. In addition, it was found that the use of PACs is not feasible for residential applications based on the calculated retrofit monetary contribution range of residential occupants. Since the purchasing of ventilation system air filters takes precedence over the acquisition of PAC technologies, the current price points for PAC units and accessories cannot be supported concurrently with air filter upgrades.",,,,
"Singh et al., 2011",2011,United States,2,combination,1188,,,,both,,1,office,multiple,,pm,,,,,,,,0,,,,Costs and Benefits of IEQ Improvements in LEED Office Buildings,Y,,model ,,Economic quantification of wellbeing and productivity benefit of improved IEQ,,,,,,,,,office,combination,,confirmed timeline - 66500/year per 56 people,,,LEED Platinum,combination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56 employees $66,500/year","56-employee organization, LEED Platinum office (description provided)",,"$66,500/year - $242,000/year",,,,"Absence hours from work during the past 4 weeks, work-hours affected during the past 4 weeks, depression and stress",,,Asthma and respiratory allergies,"207-employee organization, GOLD LEED building",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Singh et al., 2011",2011,United States,2,combination,1169,,,,both,,1,office,multiple,,pm,,,,,,,,0,,,,Costs and Benefits of IEQ Improvements in LEED Office Buildings,Y,,model ,,Economic quantification of wellbeing and productivity benefit of improved IEQ,,,,,,,,,office,combination,,confirmed timeline - 242000/year for 207 people,,"207 employee at $242, 000/year",LEED Gold (not described),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56 employees $66,500/year","56-employee organization, LEED Platinum office (description provided)",,"$66,500/year - $242,000/year",,,,"Absence hours from work during the past 4 weeks, work-hours affected during the past 4 weeks, depression and stress",,,Asthma and respiratory allergies,"207-employee organization, GOLD LEED building",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
